multa_id,patente,fecha,hora,velocidad_registrada,velocidad_maxima,ubicacion,radar_id,estado_multa,exceso_velocidad_real,exceso_velocidad
1958,GCP332,2021-06-07,00:00,124.0,80,AV LIBERTADOR,R01,APELADA,44.0,True
1968,OUTSTDN,2022-02-21,00:00,117.0,80,AV LIBERTADOR,R03,ERROR,37.0,True
1970,VY90540,2022-02-13,09:21,116.0,60,RUTA 9,R02,PAGADA,56.0,True
1979,HAMSTUR,2021-01-23,10:23,107.0,40,RUTA 9,R02,APELADA,67.0,True
1981,GN64OTP,2021-05-03,10:23,107.0,40,AV LIBERTADOR,R01,PAGADA,67.0,True
1984,AWS167,1932-01-01,15:11,78.0,40,AV LIBERTADOR,R03,APELADA,38.0,True
1985,M431ZW,1932-01-01,19:25,137.0,80,AV SIEMPRE VIVA,R01,ERROR,57.0,True
1989,W326AVE,2022-10-12,15:12,109.0,40,AV LIBERTADOR,R03,APELADA,69.0,True
1990,BB8986,1932-01-01,10:23,121.0,80,AV SIEMPRE VIVA,,ERROR,41.0,True
1999,XIIUME,2021-01-01,10:24,131.0,80,AV LIBERTADOR,R02,ERROR,51.0,True
2000,CT5B876,2021-06-20,19:25,86.0,40,RUTA 9,R01,APELADA,46.0,True
2002,HF3461,2021-04-10,10:24,100.0,80,RUTA 9,R01,APELADA,20.0,True
2003,0695DVH,1932-01-01,19:26,154.0,80,RUTA 9,R01,APELADA,74.0,True
2005,810TCH,2021-08-18,09:22,64.0,40,AV SIEMPRE VIVA,R01,APELADA,24.0,True
2007,8B90638,1932-01-01,15:12,84.0,60,RUTA 9,R01,ERROR,24.0,True
2008,W326AVE,2022-09-19,15:13,93.0,60,AV LIBERTADOR,R02,APELADA,33.0,True
2009,3646HBH,2023-03-05,00:00,120.0,60,AV SIEMPRE VIVA,R02,IMPAGA,60.0,True
2010,831MDB,2021-04-25,00:00,75.0,40,RUTA 9,R03,APELADA,35.0,True
2011,990XYK,2020-07-18,09:22,118.0,80,RUTA 9,R03,IMPAGA,38.0,True
2012,NHZ1002,2021-05-05,19:26,128.0,80,RUTA 9,R01,IMPAGA,48.0,True
2014,AWS167,2021-03-15,15:13,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,True
2017,M431ZW,2023-09-19,00:00,122.0,80,RUTA 9,R03,ERROR,42.0,True
2019,UM96201,2023-06-23,09:22,112.0,40,AV SIEMPRE VIVA,R02,APELADA,72.0,True
2020,9999868,2023-12-16,19:27,89.0,40,AV LIBERTADOR,,ERROR,49.0,True
2021,AWS167,1932-01-01,19:27,51.0,40,AV SIEMPRE VIVA,R01,PAGADA,11.0,True
2022,810TCH,1932-01-01,00:00,81.0,60,AV LIBERTADOR,R02,IMPAGA,21.0,True
2023,INTIGR8,1932-01-01,19:27,105.0,60,AV SIEMPRE VIVA,R02,ERROR,45.0,True
2026,HK06YMX,1932-01-01,19:27,116.0,40,RUTA 9,,ERROR,76.0,True
2029,6611172,1932-01-01,09:23,115.0,80,AV LIBERTADOR,,PAGADA,35.0,True
2032,GE1466,1932-01-01,00:00,106.0,80,AV LIBERTADOR,R03,ERROR,26.0,True
2033,CBMUK,1932-01-01,15:13,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,True
2036,3646HBH,2020-10-19,09:23,86.0,40,RUTA 9,R01,ERROR,46.0,True
2040,FD1475,1932-01-01,19:28,97.0,60,AV SIEMPRE VIVA,R01,IMPAGA,37.0,True
2042,XIIUME,2022-09-11,09:23,81.0,60,AV LIBERTADOR,R01,PAGADA,21.0,True
2044,6611172,1932-01-01,09:24,155.0,80,AV SIEMPRE VIVA,R02,IMPAGA,75.0,True
2050,0695DVH,2023-07-05,15:14,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,True
2055,W326AVE,1932-01-01,19:28,159.0,80,AV LIBERTADOR,R01,IMPAGA,79.0,True
2060,VNK296GP,2023-10-26,19:29,149.0,80,RUTA 9,R02,PAGADA,69.0,True
2061,41RSTZ,2022-06-10,10:25,44.0,40,RUTA 9,,ERROR,4.0,True
2065,PIW4215,2020-07-31,09:25,85.0,60,AV LIBERTADOR,R01,PAGADA,25.0,True
2074,GN64OTP,2020-05-13,19:29,95.0,80,RUTA 9,R02,ERROR,15.0,True
2075,CT5B876,1932-01-01,19:29,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,True
2078,NHZ1002,2021-01-06,19:30,111.0,60,AV SIEMPRE VIVA,R01,IMPAGA,51.0,True
2081,BM351,2023-01-22,00:00,96.0,60,AV LIBERTADOR,R03,APELADA,36.0,True
2082,VY90540,2022-06-01,09:25,58.0,40,AV SIEMPRE VIVA,R02,ERROR,18.0,True
2085,831MDB,2022-08-19,00:00,101.0,40,RUTA 9,,IMPAGA,61.0,True
2088,B81JKY,2020-07-02,15:15,107.0,80,AV LIBERTADOR,R01,PAGADA,27.0,True
2091,41RSTZ,2021-03-01,19:30,85.0,80,AV LIBERTADOR,R03,APELADA,5.0,True
2093,CBMUK,2022-12-31,09:26,87.0,80,AV LIBERTADOR,R01,ERROR,7.0,True
2100,GN64OTP,1932-01-01,15:16,51.0,40,RUTA 9,R01,ERROR,11.0,True
2102,810TCH,2023-12-25,15:16,60.0,40,AV LIBERTADOR,R01,PAGADA,20.0,True
2107,BB8986,2021-09-29,10:27,91.0,80,RUTA 9,R02,APELADA,11.0,True
2108,RFH373,2022-04-14,10:27,100.0,60,RUTA 9,R01,ERROR,40.0,True
2109,AWS167,2022-11-16,00:00,73.0,40,AV LIBERTADOR,R03,IMPAGA,33.0,True
2110,WEFLYN,1932-01-01,09:27,116.0,60,AV LIBERTADOR,R01,IMPAGA,56.0,True
2112,HK06YMX,1932-01-01,10:27,148.0,80,AV SIEMPRE VIVA,R03,APELADA,68.0,True
2113,BP717,1932-01-01,09:27,92.0,40,RUTA 9,,ERROR,52.0,True
2114,CBMUK,2021-06-08,10:27,111.0,80,AV LIBERTADOR,,PAGADA,31.0,True
2115,GLEN1E,1932-01-01,00:00,89.0,60,AV LIBERTADOR,R02,ERROR,29.0,True
2118,FD1475,2022-01-27,00:00,106.0,60,AV LIBERTADOR,R01,IMPAGA,46.0,True
2120,2999961,2022-08-03,09:27,139.0,60,RUTA 9,R02,APELADA,79.0,True
2123,J1S1,2021-04-06,19:30,44.0,40,AV SIEMPRE VIVA,R01,IMPAGA,4.0,True
2128,6NCE831,2021-12-28,09:27,141.0,80,AV SIEMPRE VIVA,R02,IMPAGA,61.0,True
2130,831MDB,2021-09-20,00:00,90.0,60,RUTA 9,R01,ERROR,30.0,True
2141,HK06YMX,2022-03-15,10:29,149.0,80,AV LIBERTADOR,R01,IMPAGA,69.0,True
2146,YLO8WUE,2023-12-25,00:00,113.0,40,AV LIBERTADOR,R03,IMPAGA,73.0,True
2147,6611172,2021-01-20,00:00,93.0,40,AV LIBERTADOR,R02,ERROR,53.0,True
2149,INTIGR8,1932-01-01,19:31,72.0,60,AV SIEMPRE VIVA,R01,PAGADA,12.0,True
2151,HAMSTUR,1932-01-01,10:30,134.0,80,RUTA 9,R02,APELADA,54.0,True
2152,GN64OTP,1932-01-01,00:00,56.0,40,AV SIEMPRE VIVA,R01,ERROR,16.0,True
2154,FD1475,2020-04-21,10:30,82.0,60,RUTA 9,R02,PAGADA,22.0,True
2156,AI7OVF,1932-01-01,09:28,113.0,80,AV LIBERTADOR,R02,ERROR,33.0,True
2157,RFH373,2020-11-24,19:31,115.0,80,AV SIEMPRE VIVA,R03,ERROR,35.0,True
2160,PIW4215,2021-01-17,00:00,136.0,60,AV LIBERTADOR,R02,APELADA,76.0,True
2161,VY90540,2021-05-15,10:30,95.0,40,AV LIBERTADOR,R01,ERROR,55.0,True
2167,WU341A,2020-12-12,19:32,103.0,40,AV LIBERTADOR,R02,ERROR,63.0,True
2170,BB8986,2023-05-07,09:29,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,True
2174,INTIGR8,2022-07-12,09:30,104.0,40,RUTA 9,R03,ERROR,64.0,True
2175,8B90638,2020-10-16,19:32,114.0,40,AV LIBERTADOR,R03,IMPAGA,74.0,True
2180,BHRP770,2022-09-04,09:30,79.0,40,AV LIBERTADOR,R03,ERROR,39.0,True
2181,UM96201,2021-06-07,19:33,116.0,40,AV SIEMPRE VIVA,R01,ERROR,76.0,True
2182,990XYK,2021-04-17,19:33,123.0,80,RUTA 9,R01,IMPAGA,43.0,True
2185,GOOGLE,2022-05-18,10:31,144.0,80,AV LIBERTADOR,,ERROR,64.0,True
2186,M431ZW,2022-05-28,15:17,115.0,40,AV LIBERTADOR,,ERROR,75.0,True
2188,XIIUME,2022-01-23,15:18,129.0,80,AV LIBERTADOR,R02,IMPAGA,49.0,True
2192,589222,2024-01-11,10:31,89.0,60,AV SIEMPRE VIVA,R02,PAGADA,29.0,True
2196,6NCE831,2021-03-10,00:00,88.0,40,AV SIEMPRE VIVA,R03,ERROR,48.0,True
2197,VTIIAHV,2021-07-18,10:31,116.0,40,RUTA 9,R01,APELADA,76.0,True
2198,81ZFJD,2021-12-17,09:30,143.0,80,AV LIBERTADOR,R02,ERROR,63.0,True
2199,3646HBH,2020-03-26,10:31,145.0,80,AV LIBERTADOR,,PAGADA,65.0,True
2201,0695DVH,2021-05-11,10:32,112.0,80,AV LIBERTADOR,R02,IMPAGA,32.0,True
2202,MX60NZA,2021-12-18,09:30,96.0,40,RUTA 9,R02,IMPAGA,56.0,True
2203,M20CPR,1932-01-01,15:18,133.0,80,RUTA 9,,APELADA,53.0,True
2205,6NCE831,2020-07-05,10:32,103.0,80,AV LIBERTADOR,R02,PAGADA,23.0,True
2206,M20CPR,1932-01-01,19:34,68.0,60,AV SIEMPRE VIVA,,ERROR,8.0,True
2213,M431ZW,2023-02-08,00:00,108.0,80,AV LIBERTADOR,R01,IMPAGA,28.0,True
2217,BP717,2023-07-12,09:31,97.0,80,AV LIBERTADOR,R02,APELADA,17.0,True
2225,HF3461,1932-01-01,10:33,81.0,60,RUTA 9,R03,PAGADA,21.0,True
2226,UM96201,2021-07-08,00:00,106.0,40,AV LIBERTADOR,R02,PAGADA,66.0,True
2230,GOOGLE,2023-03-13,09:31,115.0,40,AV SIEMPRE VIVA,,PAGADA,75.0,True
2237,MPX9357,2020-12-09,15:19,84.0,60,AV LIBERTADOR,R01,APELADA,24.0,True
2239,J1S1,1932-01-01,09:31,127.0,80,AV LIBERTADOR,R03,APELADA,47.0,True
2241,HAMSTUR,2020-06-14,09:32,120.0,80,AV LIBERTADOR,,IMPAGA,40.0,True
2243,9999868,2021-04-23,00:00,75.0,60,RUTA 9,R01,PAGADA,15.0,True
2244,RFH373,1932-01-01,19:36,44.0,40,AV SIEMPRE VIVA,,PAGADA,4.0,True
2245,9999868,2022-09-28,10:33,91.0,40,AV LIBERTADOR,R02,IMPAGA,51.0,True
2246,FVIOUHP,2022-02-23,00:00,110.0,60,AV SIEMPRE VIVA,,ERROR,50.0,True
2247,WU08YWC,2020-05-03,15:19,74.0,60,AV SIEMPRE VIVA,R03,IMPAGA,14.0,True
2248,BM351,2021-08-12,15:19,112.0,60,RUTA 9,R03,PAGADA,52.0,True
2250,INTIGR8,2021-01-23,10:34,117.0,40,AV SIEMPRE VIVA,R03,ERROR,77.0,True
2255,6EVY261,2022-11-21,00:00,99.0,80,AV LIBERTADOR,R02,APELADA,19.0,True
2260,VNK296GP,2021-04-16,10:34,126.0,60,AV LIBERTADOR,R02,PAGADA,66.0,True
2261,6611172,1932-01-01,15:20,136.0,80,AV LIBERTADOR,R02,PAGADA,56.0,True
2263,6NCE831,2022-09-17,00:00,109.0,60,AV LIBERTADOR,R02,APELADA,49.0,True
2267,GLEN1E,2023-04-02,15:20,109.0,80,AV SIEMPRE VIVA,R03,IMPAGA,29.0,True
2269,GE1466,1932-01-01,09:32,159.0,80,RUTA 9,R03,APELADA,79.0,True
2270,HF58HXP,2022-08-16,19:37,101.0,80,AV SIEMPRE VIVA,,ERROR,21.0,True
2274,GE1466,2020-12-11,10:35,122.0,60,RUTA 9,R01,APELADA,62.0,True
2276,6NCE831,2020-11-19,15:21,94.0,80,AV LIBERTADOR,R02,IMPAGA,14.0,True
2278,MVU4688,2021-03-05,09:33,105.0,80,AV LIBERTADOR,,ERROR,25.0,True
2279,0695DVH,2020-10-02,10:35,121.0,60,AV LIBERTADOR,R01,IMPAGA,61.0,True
2281,FD1475,2020-07-06,09:33,67.0,40,AV SIEMPRE VIVA,R03,ERROR,27.0,True
2286,MPX9357,1932-01-01,09:34,66.0,40,RUTA 9,,IMPAGA,26.0,True
2288,81ZFJD,1932-01-01,10:35,114.0,40,AV SIEMPRE VIVA,R02,IMPAGA,74.0,True
2289,BX55DOG,2021-12-17,10:35,91.0,60,AV LIBERTADOR,R03,ERROR,31.0,True
2296,3646HBH,1932-01-01,10:36,116.0,60,RUTA 9,R02,PAGADA,56.0,True
2297,810TCH,2022-05-03,15:21,80.0,60,RUTA 9,,ERROR,20.0,True
2302,NTHGLFT,2022-04-08,00:00,105.0,40,AV LIBERTADOR,,PAGADA,65.0,True
2303,BX55DOG,2021-09-11,00:00,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,True
2305,589222,2020-12-15,15:22,134.0,60,AV LIBERTADOR,,APELADA,74.0,True
2308,MX60NZA,2020-02-19,00:00,53.0,40,AV LIBERTADOR,R01,APELADA,13.0,True
2309,INTIGR8,2022-02-18,09:35,92.0,60,AV SIEMPRE VIVA,R03,APELADA,32.0,True
2310,M431ZW,2022-02-25,00:00,89.0,80,AV LIBERTADOR,R01,ERROR,9.0,True
2311,BP717,1932-01-01,15:22,132.0,60,AV SIEMPRE VIVA,R03,APELADA,72.0,True
2314,81ZFJD,2021-03-23,15:23,106.0,60,AV LIBERTADOR,R03,ERROR,46.0,True
2317,WEFLYN,2024-02-04,19:38,126.0,80,RUTA 9,,ERROR,46.0,True
2319,DI2LOT,1932-01-01,10:36,47.0,40,AV LIBERTADOR,,IMPAGA,7.0,True
2320,GE1466,1932-01-01,19:38,84.0,60,AV LIBERTADOR,R02,PAGADA,24.0,True
2323,TL03GOG,2022-09-03,19:38,126.0,80,RUTA 9,,IMPAGA,46.0,True
2325,WU08YWC,2023-06-28,09:36,103.0,40,RUTA 9,R01,PAGADA,63.0,True
2327,PIW4215,2022-10-10,15:23,142.0,80,AV SIEMPRE VIVA,R01,ERROR,62.0,True
2333,BM351,2022-12-18,10:37,50.0,40,AV SIEMPRE VIVA,R03,PAGADA,10.0,True
2334,MX60NZA,2023-10-12,15:23,130.0,80,AV LIBERTADOR,R02,APELADA,50.0,True
2336,NHZ1002,2023-06-18,10:37,70.0,40,AV SIEMPRE VIVA,R03,IMPAGA,30.0,True
2338,AWS167,2022-06-03,00:00,92.0,60,AV LIBERTADOR,,IMPAGA,32.0,True
2342,5777770,1932-01-01,10:37,126.0,80,AV LIBERTADOR,R03,IMPAGA,46.0,True
2344,8B90638,1932-01-01,09:37,140.0,60,RUTA 9,R03,IMPAGA,80.0,True
2345,81ZFJD,2022-08-13,19:39,69.0,40,AV SIEMPRE VIVA,,ERROR,29.0,True
2346,TL03GOG,2021-03-21,15:23,120.0,80,AV SIEMPRE VIVA,R02,PAGADA,40.0,True
2347,5777770,2022-11-04,00:00,129.0,60,RUTA 9,R03,PAGADA,69.0,True
2348,M20CPR,1932-01-01,15:24,125.0,60,AV LIBERTADOR,R03,IMPAGA,65.0,True
2349,RFH373,1932-01-01,09:37,130.0,60,RUTA 9,,ERROR,70.0,True
2350,FVIOUHP,2021-12-25,00:00,50.0,40,AV SIEMPRE VIVA,R01,APELADA,10.0,True
2351,BX55DOG,1932-01-01,15:24,74.0,40,AV LIBERTADOR,R02,IMPAGA,34.0,True
2358,XIIUME,2020-06-15,19:40,114.0,40,RUTA 9,R01,PAGADA,74.0,True
2360,WU08YWC,2023-07-30,15:24,68.0,60,AV SIEMPRE VIVA,R02,ERROR,8.0,True
2364,TL03GOG,2022-03-30,00:00,133.0,60,AV LIBERTADOR,R02,APELADA,73.0,True
2365,T0YDR,2022-01-29,00:00,121.0,60,AV SIEMPRE VIVA,R03,PAGADA,61.0,True
2368,GE1466,2021-10-16,00:00,91.0,40,AV LIBERTADOR,,APELADA,51.0,True
2369,691XC80,2023-04-22,19:40,107.0,60,AV SIEMPRE VIVA,R01,ERROR,47.0,True
2370,RFH373,2022-05-30,10:38,98.0,80,AV SIEMPRE VIVA,R02,IMPAGA,18.0,True
2371,GN64OTP,2022-11-05,10:38,93.0,80,AV LIBERTADOR,R03,PAGADA,13.0,True
2372,MPX9357,2024-01-02,15:25,128.0,80,RUTA 9,,PAGADA,48.0,True
2374,W326AVE,2021-11-23,09:37,80.0,40,RUTA 9,R03,ERROR,40.0,True
2375,DI2LOT,1932-01-01,19:41,80.0,40,AV LIBERTADOR,,PAGADA,40.0,True
2377,BHRP770,2020-07-28,19:41,148.0,80,AV SIEMPRE VIVA,,PAGADA,68.0,True
2378,RFH373,1932-01-01,00:00,148.0,80,RUTA 9,R02,APELADA,68.0,True
2381,INTIGR8,2020-06-30,10:38,97.0,40,RUTA 9,R03,PAGADA,57.0,True
2382,BP717,1932-01-01,00:00,112.0,40,AV SIEMPRE VIVA,R01,APELADA,72.0,True
2383,691XC80,2023-05-19,00:00,67.0,60,AV LIBERTADOR,R01,APELADA,7.0,True
2384,3646HBH,1932-01-01,00:00,68.0,40,AV LIBERTADOR,R01,IMPAGA,28.0,True
2385,GE1466,2023-10-07,10:38,89.0,80,AV SIEMPRE VIVA,,ERROR,9.0,True
2391,AI7OVF,2023-09-28,15:25,140.0,60,RUTA 9,R02,PAGADA,80.0,True
2393,BHRP770,2020-12-08,09:38,61.0,40,AV SIEMPRE VIVA,R03,IMPAGA,21.0,True
2394,MVU4688,2020-06-21,19:42,68.0,60,AV LIBERTADOR,R03,ERROR,8.0,True
2395,XIIUME,2020-06-09,15:25,117.0,60,RUTA 9,R02,ERROR,57.0,True
2396,M431ZW,2021-11-29,19:42,157.0,80,AV SIEMPRE VIVA,R01,ERROR,77.0,True
2397,M431ZW,2023-05-02,15:26,118.0,80,AV LIBERTADOR,R02,IMPAGA,38.0,True
2400,CD05601,2023-05-16,15:26,80.0,60,RUTA 9,R01,ERROR,20.0,True
2401,WU08YWC,2021-07-25,19:42,146.0,80,RUTA 9,R02,IMPAGA,66.0,True
2403,AWS167,2020-11-22,19:43,78.0,40,RUTA 9,R01,PAGADA,38.0,True
2414,NHZ1002,2023-01-27,09:38,81.0,40,AV SIEMPRE VIVA,,IMPAGA,41.0,True
2419,HK06YMX,2022-02-17,10:39,100.0,80,AV LIBERTADOR,R01,PAGADA,20.0,True
2423,DK414N,2022-03-30,00:00,123.0,60,AV SIEMPRE VIVA,R02,PAGADA,63.0,True
2425,WU08YWC,2023-11-26,09:39,117.0,40,RUTA 9,R02,IMPAGA,77.0,True
2428,WEFLYN,1932-01-01,10:40,98.0,40,AV LIBERTADOR,R02,PAGADA,58.0,True
2433,NTHGLFT,2023-02-02,19:45,92.0,40,AV SIEMPRE VIVA,R03,IMPAGA,52.0,True
2434,HF3461,2020-04-16,00:00,57.0,40,RUTA 9,R01,APELADA,17.0,True
2436,BHRP770,2021-10-13,00:00,49.0,40,AV LIBERTADOR,R02,ERROR,9.0,True
2437,6611172,2022-04-23,15:27,50.0,40,AV SIEMPRE VIVA,R03,IMPAGA,10.0,True
2438,GCP332,2022-04-10,09:40,96.0,60,AV LIBERTADOR,R03,ERROR,36.0,True
2441,TL03GOG,2022-05-07,19:45,77.0,40,AV LIBERTADOR,R01,PAGADA,37.0,True
2442,3646HBH,2020-11-24,15:27,120.0,40,AV LIBERTADOR,,PAGADA,80.0,True
2444,VNK296GP,1932-01-01,09:40,130.0,80,RUTA 9,R03,PAGADA,50.0,True
2446,990XYK,2020-08-03,09:40,102.0,80,RUTA 9,R01,APELADA,22.0,True
2447,831MDB,2023-01-28,09:40,133.0,80,AV LIBERTADOR,R02,APELADA,53.0,True
2449,CD05601,2023-06-09,00:00,67.0,60,AV LIBERTADOR,R02,ERROR,7.0,True
2450,831MDB,2022-12-01,10:40,126.0,80,AV SIEMPRE VIVA,R02,PAGADA,46.0,True
2455,CD05601,1932-01-01,15:28,122.0,60,AV SIEMPRE VIVA,R02,PAGADA,62.0,True
2465,MPX9357,2021-09-14,09:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,True
2466,MVU4688,2023-08-25,00:00,87.0,80,RUTA 9,R01,PAGADA,7.0,True
2469,MVU4688,2022-10-13,00:00,106.0,40,RUTA 9,R03,PAGADA,66.0,True
2471,AWS167,2023-07-23,10:41,45.0,40,AV SIEMPRE VIVA,R03,ERROR,5.0,True
2472,GOOGLE,1932-01-01,10:41,107.0,40,AV LIBERTADOR,R02,APELADA,67.0,True
2476,5777770,2021-06-11,19:46,94.0,40,AV SIEMPRE VIVA,R01,APELADA,54.0,True
2477,GLEN1E,2023-08-27,09:42,113.0,40,AV SIEMPRE VIVA,,APELADA,73.0,True
2479,MX60NZA,1932-01-01,09:42,58.0,40,AV LIBERTADOR,R01,APELADA,18.0,True
2480,BP717,1932-01-01,09:42,125.0,60,RUTA 9,R03,IMPAGA,65.0,True
2481,FVIOUHP,2021-12-15,00:00,85.0,40,AV SIEMPRE VIVA,,PAGADA,45.0,True
2483,5777770,2024-02-04,10:42,95.0,40,RUTA 9,R03,ERROR,55.0,True
2484,CBMUK,2021-10-29,15:28,109.0,80,AV SIEMPRE VIVA,R02,IMPAGA,29.0,True
2485,HF58HXP,1932-01-01,15:29,86.0,60,RUTA 9,R01,ERROR,26.0,True
2489,GLEN1E,2020-12-23,09:43,70.0,40,RUTA 9,R03,PAGADA,30.0,True
2490,J1S1,2021-09-19,19:47,66.0,60,AV LIBERTADOR,,IMPAGA,6.0,True
2492,BB8986,1932-01-01,19:47,115.0,40,RUTA 9,R01,ERROR,75.0,True
2493,6EVY261,2022-03-07,00:00,107.0,40,AV LIBERTADOR,R03,APELADA,67.0,True
2500,NTHGLFT,2023-08-16,00:00,63.0,40,AV LIBERTADOR,R01,APELADA,23.0,True
2502,81ZFJD,2023-08-30,10:42,85.0,80,AV LIBERTADOR,,APELADA,5.0,True
2504,691XC80,2022-09-07,09:43,114.0,40,RUTA 9,R01,IMPAGA,74.0,True
2505,BM351,2020-11-10,09:43,132.0,80,AV SIEMPRE VIVA,,PAGADA,52.0,True
2507,WEFLYN,2022-10-15,09:43,124.0,60,AV SIEMPRE VIVA,,IMPAGA,64.0,True
2509,MX60NZA,2023-12-02,10:42,106.0,40,AV LIBERTADOR,R01,IMPAGA,66.0,True
2512,AI7OVF,2022-02-22,10:43,81.0,40,AV LIBERTADOR,R03,IMPAGA,41.0,True
2516,J1S1,1932-01-01,15:29,102.0,40,AV SIEMPRE VIVA,R03,IMPAGA,62.0,True
2517,OUTSTDN,2023-11-19,00:00,140.0,80,AV SIEMPRE VIVA,R01,APELADA,60.0,True
2518,HK06YMX,1932-01-01,15:29,49.0,40,AV SIEMPRE VIVA,R03,APELADA,9.0,True
2520,AI7OVF,2021-03-09,09:44,112.0,40,AV SIEMPRE VIVA,R02,PAGADA,72.0,True
2523,UM96201,2021-08-19,09:44,64.0,40,RUTA 9,R03,APELADA,24.0,True
2527,6EVY261,2020-04-22,09:44,144.0,80,AV SIEMPRE VIVA,R03,ERROR,64.0,True
2529,UW3932,2020-06-01,10:43,150.0,80,RUTA 9,,PAGADA,70.0,True
2530,UM96201,2023-09-23,10:43,123.0,80,AV LIBERTADOR,R02,APELADA,43.0,True
2534,DK414N,2022-05-27,09:45,110.0,40,AV LIBERTADOR,R03,APELADA,70.0,True
2536,B81JKY,1932-01-01,09:45,118.0,60,AV LIBERTADOR,R02,ERROR,58.0,True
2539,B81JKY,1932-01-01,10:43,111.0,40,AV SIEMPRE VIVA,R01,APELADA,71.0,True
2540,AI7OVF,1932-01-01,15:30,67.0,40,AV LIBERTADOR,R03,APELADA,27.0,True
2541,81ZFJD,1932-01-01,10:44,127.0,60,RUTA 9,R01,IMPAGA,67.0,True
2542,AWS167,1932-01-01,09:45,114.0,60,RUTA 9,R02,ERROR,54.0,True
2543,XIIUME,2021-07-05,10:44,106.0,80,AV SIEMPRE VIVA,R01,IMPAGA,26.0,True
2544,WEFLYN,2021-03-15,15:30,121.0,80,AV LIBERTADOR,R02,IMPAGA,41.0,True
2546,BHRP770,2020-08-30,09:45,91.0,80,AV SIEMPRE VIVA,,IMPAGA,11.0,True
2548,HAMSTUR,1932-01-01,19:49,84.0,60,RUTA 9,R01,PAGADA,24.0,True
2549,BX55DOG,2022-07-23,19:49,93.0,40,AV SIEMPRE VIVA,R01,APELADA,53.0,True
2550,WU08YWC,1932-01-01,00:00,75.0,60,AV SIEMPRE VIVA,R01,IMPAGA,15.0,True
2554,NHZ1002,2023-12-29,00:00,72.0,40,AV LIBERTADOR,R03,PAGADA,32.0,True
2556,CT5B876,1932-01-01,00:00,150.0,80,AV LIBERTADOR,R03,IMPAGA,70.0,True
2557,M20CPR,2023-10-03,15:31,136.0,80,AV LIBERTADOR,R01,ERROR,56.0,True
2560,691XC80,1932-01-01,15:31,115.0,60,AV LIBERTADOR,R01,PAGADA,55.0,True
2561,WEFLYN,1932-01-01,19:49,101.0,40,AV LIBERTADOR,R03,IMPAGA,61.0,True
2562,81ZFJD,2020-08-14,15:31,89.0,80,RUTA 9,R01,PAGADA,9.0,True
2563,BHRP770,2022-02-27,09:46,118.0,40,AV SIEMPRE VIVA,R03,ERROR,78.0,True
2565,2999961,1932-01-01,00:00,128.0,60,AV SIEMPRE VIVA,R02,ERROR,68.0,True
2566,HF3461,1932-01-01,15:31,118.0,80,RUTA 9,R02,APELADA,38.0,True
2567,FD1475,2022-11-15,09:46,110.0,60,AV SIEMPRE VIVA,R02,PAGADA,50.0,True
2568,41RSTZ,1932-01-01,00:00,105.0,60,AV LIBERTADOR,R03,ERROR,45.0,True
2569,BHRP770,1932-01-01,09:46,90.0,40,AV SIEMPRE VIVA,R02,PAGADA,50.0,True
2570,NHZ1002,1932-01-01,10:45,156.0,80,AV SIEMPRE VIVA,R02,IMPAGA,76.0,True
2573,M20CPR,1932-01-01,15:32,69.0,40,AV LIBERTADOR,R01,IMPAGA,29.0,True
2574,INTIGR8,2021-01-11,00:00,139.0,60,AV LIBERTADOR,R01,ERROR,79.0,True
2575,CBMUK,1932-01-01,00:00,143.0,80,AV SIEMPRE VIVA,R03,ERROR,63.0,True
2576,M20CPR,2020-10-13,10:45,115.0,80,AV LIBERTADOR,R02,ERROR,35.0,True
2577,0695DVH,1932-01-01,19:50,86.0,60,AV LIBERTADOR,,IMPAGA,26.0,True
2578,HF58HXP,2022-09-29,10:45,134.0,60,AV LIBERTADOR,R02,APELADA,74.0,True
2580,RFH373,2022-07-15,19:50,102.0,40,AV LIBERTADOR,,PAGADA,62.0,True
2584,6611172,2023-11-14,00:00,112.0,80,RUTA 9,R02,PAGADA,32.0,True
2586,FD1475,2020-06-04,09:47,159.0,80,RUTA 9,,ERROR,79.0,True
2587,9999868,1932-01-01,10:45,118.0,60,RUTA 9,R02,APELADA,58.0,True
2590,NTHGLFT,2020-10-05,19:50,110.0,40,AV SIEMPRE VIVA,,APELADA,70.0,True
2596,BM351,2021-10-12,00:00,108.0,80,RUTA 9,R01,APELADA,28.0,True
2597,6611172,2021-09-04,09:47,112.0,60,RUTA 9,,APELADA,52.0,True
2598,831MDB,2020-11-28,19:51,122.0,80,AV LIBERTADOR,R02,ERROR,42.0,True
2600,HF3461,1932-01-01,10:46,127.0,80,RUTA 9,R03,APELADA,47.0,True
2601,TL03GOG,2021-05-27,19:51,65.0,40,AV LIBERTADOR,R02,PAGADA,25.0,True
2603,9999868,2022-11-01,09:47,130.0,80,AV LIBERTADOR,R03,APELADA,50.0,True
